BioProject,dnaQ_cluster,mutL_cluster,mutS_cluster,mutT_cluster,mutY_cluster,uvrD_cluster,count
PRJNA428622,cluster3,cluster3,cluster3,cluster3,cluster3,cluster3,1
PRJNA430146,cluster5,cluster79,cluster126,cluster79,cluster81,cluster5,1
PRJNA431083,cluster5,cluster120,cluster26,cluster5,cluster124,cluster5,1
PRJNA433078,cluster55,cluster26,cluster28,cluster63,cluster208,cluster26,1
PRJNA433211,cluster118,cluster144,cluster152,cluster145,cluster144,cluster117,1
PRJNA433211,cluster119,cluster146,cluster154,cluster147,cluster145,cluster64,1
PRJNA433211,cluster120,cluster147,cluster155,cluster148,cluster146,cluster64,1
PRJNA433211,cluster120,cluster148,cluster156,cluster148,cluster146,cluster64,1
PRJNA433211,cluster121,cluster150,cluster72,cluster150,cluster147,cluster118,1
PRJNA433211,cluster40,cluster145,cluster153,cluster146,cluster63,cluster51,1
PRJNA433211,cluster40,cluster149,cluster157,cluster149,cluster63,cluster62,1
PRJNA433211,cluster40,cluster45,cluster48,cluster48,cluster48,cluster43,1
PRJNA433211,cluster60,cluster52,cluster69,cluster69,cluster70,cluster62,1
PRJNA436461,cluster101,cluster125,cluster36,cluster36,cluster36,cluster5,1
PRJNA436461,cluster5,cluster34,cluster80,cluster36,cluster116,cluster34,2
PRJNA436461,cluster5,cluster87,cluster93,cluster5,cluster128,cluster5,1
PRJNA436895,cluster51,cluster126,cluster131,cluster123,cluster129,cluster54,1
PRJNA437216,cluster138,cluster176,cluster186,cluster183,cluster171,cluster137,1
PRJNA449517,cluster91,cluster112,cluster32,cluster32,cluster214,cluster30,1
PRJNA449586,cluster102,cluster1,cluster132,cluster124,cluster130,cluster39,1
PRJNA449945,cluster91,cluster212,cluster118,cluster227,cluster215,cluster164,1
PRJNA454856,cluster82,cluster161,cluster107,cluster167,cluster157,cluster88,1
PRJNA459502,cluster5,cluster34,cluster93,cluster5,cluster128,cluster5,1
PRJNA459512,cluster127,cluster158,cluster168,cluster164,cluster116,cluster127,1
PRJNA459516,cluster126,cluster24,cluster167,cluster163,cluster154,cluster126,1
PRJNA459522,cluster116,cluster139,cluster166,cluster162,cluster99,cluster77,1
PRJNA463051,cluster41,cluster6,cluster6,cluster128,cluster6,cluster6,1
PRJNA471396,cluster20,cluster20,cluster68,cluster47,cluster47,cluster61,1
PRJNA473300,cluster105,cluster130,cluster137,cluster130,cluster132,cluster100,1
PRJNA474049,cluster24,cluster127,cluster134,cluster126,cluster42,cluster108,1
PRJNA474049,cluster24,cluster25,cluster133,cluster125,cluster27,cluster107,1
PRJNA475250,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA475250,cluster103,cluster128,cluster135,cluster127,cluster66,cluster109,1
PRJNA475751,cluster148,cluster187,cluster196,cluster95,cluster176,cluster143,1
PRJNA475751,cluster149,cluster25,cluster215,cluster151,cluster198,cluster84,1
PRJNA475751,cluster150,cluster126,cluster218,cluster215,cluster129,cluster54,1
PRJNA475751,cluster5,cluster5,cluster100,cluster5,cluster197,cluster5,1
PRJNA484288,cluster76,cluster132,cluster139,cluster132,cluster134,cluster111,1
PRJNA485852,cluster106,cluster131,cluster138,cluster131,cluster133,cluster110,1
PRJNA493704,cluster63,cluster133,cluster140,cluster133,cluster75,cluster66,1
PRJNA496474,cluster129,cluster160,cluster170,cluster166,cluster156,cluster4,1
PRJNA497126,cluster24,cluster25,cluster133,cluster152,cluster149,cluster119,1
PRJNA497126,cluster24,cluster25,cluster158,cluster151,cluster148,cluster84,1
PRJNA498595,cluster133,cluster4,cluster4,cluster174,cluster164,cluster4,1
PRJNA501410,cluster27,cluster28,cluster164,cluster160,cluster30,cluster28,1
PRJNA510010,cluster20,cluster20,cluster68,cluster47,cluster47,cluster20,1
PRJNA510011,cluster123,cluster151,cluster21,cluster154,cluster21,cluster120,1
PRJNA517425,cluster98,cluster154,cluster127,cluster158,cluster125,cluster123,1
PRJNA517426,cluster98,cluster121,cluster162,cluster157,cluster125,cluster123,1
PRJNA518748,cluster36,cluster153,cluster161,cluster156,cluster152,cluster122,1
PRJNA526302,cluster125,cluster155,cluster163,cluster159,cluster42,cluster124,1
PRJNA528384,cluster7,cluster227,cluster250,cluster239,cluster231,cluster87,1
PRJNA528556,cluster30,cluster31,cluster33,cluster33,none,cluster31,1
PRJNA529600,cluster92,cluster157,cluster120,cluster161,cluster153,cluster125,1
PRJNA529642,cluster17,cluster156,cluster165,cluster17,cluster17,cluster17,1
PRJNA530714,cluster32,cluster107,cluster115,cluster108,cluster112,cluster95,1
PRJNA534200,cluster141,cluster189,cluster198,cluster191,cluster177,cluster54,1
PRJNA543411,cluster92,cluster166,cluster120,cluster173,cluster162,cluster132,1
PRJNA544448,cluster128,cluster159,cluster169,cluster165,cluster155,cluster77,1
PRJNA546482,cluster98,cluster195,cluster206,cluster199,cluster125,cluster149,1
PRJNA547316,cluster71,cluster80,cluster133,cluster83,cluster84,cluster73,1
PRJNA548434,cluster131,cluster163,cluster174,cluster169,cluster159,cluster129,1
PRJNA548434,cluster23,cluster165,cluster176,cluster171,cluster160,cluster130,1
PRJNA548434,cluster23,cluster94,cluster101,cluster95,cluster97,cluster85,1
PRJNA548434,cluster27,cluster28,cluster175,cluster30,cluster30,cluster28,1
PRJNA548434,cluster32,cluster33,cluster35,cluster35,cluster35,cluster33,1
PRJNA548434,cluster54,cluster58,cluster61,cluster62,cluster62,cluster56,1
PRJNA548434,cluster85,cluster4,cluster113,cluster4,cluster108,cluster4,1
PRJNA548434,cluster94,cluster164,cluster122,cluster170,cluster120,cluster100,1
PRJNA551264,cluster130,cluster162,cluster173,cluster168,cluster159,cluster128,1
PRJNA560751,cluster94,cluster164,cluster178,cluster170,cluster120,cluster100,1
PRJNA561277,cluster7,cluster98,cluster177,cluster172,cluster161,cluster131,1
PRJNA563298,cluster144,cluster196,cluster207,cluster200,cluster186,cluster150,1
PRJNA563568,cluster132,cluster167,cluster179,cluster87,cluster163,cluster78,1
PRJNA563568,cluster23,cluster165,cluster176,cluster171,cluster160,cluster130,1
PRJNA563568,cluster27,cluster28,cluster175,cluster30,cluster30,cluster28,1
PRJNA563568,cluster65,cluster91,cluster97,cluster93,cluster94,cluster83,1
PRJNA563568,cluster9,cluster9,cluster9,cluster9,cluster9,cluster92,1
PRJNA564967,cluster39,cluster170,cluster181,cluster46,cluster46,cluster79,1
PRJNA565185,cluster135,cluster172,cluster183,cluster179,cluster167,cluster134,1
PRJNA576872,cluster134,cluster168,cluster180,cluster175,cluster165,cluster133,1
PRJNA581659,cluster104,cluster194,cluster136,cluster197,cluster184,cluster39,1
PRJNA587608,cluster18,cluster18,cluster19,cluster19,cluster19,cluster18,1
PRJNA587608,cluster18,cluster226,cluster193,cluster238,cluster229,cluster18,1
PRJNA587608,cluster23,cluster187,cluster196,cluster95,cluster176,cluster143,2
PRJNA587608,cluster27,cluster28,cluster175,cluster30,cluster30,cluster28,1
PRJNA587608,cluster29,cluster225,cluster32,cluster32,cluster115,cluster30,1
PRJNA595761,cluster32,cluster33,cluster35,cluster35,cluster35,cluster33,1
PRJNA597460,cluster24,cluster169,cluster133,cluster176,cluster166,cluster84,1
PRJNA599703,cluster10,cluster10,cluster205,cluster198,cluster185,cluster77,1
PRJNA602998,cluster125,cluster270,cluster295,cluster287,cluster273,cluster205,1
PRJNA604478,cluster106,cluster171,cluster182,cluster178,cluster133,cluster110,1
PRJNA604478,cluster37,cluster41,cluster44,cluster177,cluster43,cluster39,1
PRJNA607442,cluster143,cluster193,cluster202,cluster196,cluster93,cluster82,1
PRJNA607442,cluster20,cluster20,cluster203,cluster47,cluster183,cluster61,1
PRJNA607442,cluster20,cluster20,cluster21,cluster47,cluster182,cluster148,1
PRJNA607442,cluster77,cluster90,cluster96,cluster196,cluster181,cluster82,1
PRJNA607442,cluster9,cluster191,cluster9,cluster194,cluster180,cluster146,3
PRJNA607442,cluster9,cluster192,cluster201,cluster195,cluster180,cluster147,2
PRJNA607442,cluster9,cluster9,cluster200,cluster9,cluster9,cluster92,1
PRJNA607442,cluster9,cluster9,cluster204,cluster9,cluster9,cluster92,1
PRJNA607442,cluster9,cluster9,cluster9,cluster9,cluster9,cluster92,1
PRJNA609447,cluster136,cluster173,cluster184,cluster180,cluster168,cluster135,1
PRJNA611683,cluster74,cluster175,cluster92,cluster182,cluster170,cluster136,1
PRJNA612428,cluster137,cluster174,cluster160,cluster181,cluster169,cluster98,1
PRJNA612806,cluster132,cluster167,cluster179,cluster87,cluster163,cluster78,1
PRJNA612806,cluster139,cluster182,cluster175,cluster30,cluster173,cluster28,1
PRJNA612806,cluster14,cluster185,cluster195,cluster188,cluster175,cluster142,1
PRJNA612806,cluster140,cluster18,cluster193,cluster19,cluster19,cluster18,1
PRJNA612806,cluster20,cluster177,cluster68,cluster21,cluster57,cluster61,1
PRJNA612806,cluster20,cluster178,cluster188,cluster21,cluster172,cluster20,1
PRJNA612806,cluster20,cluster20,cluster187,cluster47,cluster47,cluster61,1
PRJNA612806,cluster20,cluster20,cluster68,cluster47,cluster47,cluster61,1
PRJNA612806,cluster23,cluster186,cluster196,cluster189,cluster97,cluster85,1
PRJNA612806,cluster23,cluster187,cluster196,cluster95,cluster176,cluster143,1
PRJNA612806,cluster23,cluster94,cluster101,cluster95,cluster176,cluster85,1
PRJNA612806,cluster27,cluster181,cluster175,cluster30,cluster30,cluster28,1
PRJNA612806,cluster27,cluster183,cluster164,cluster30,cluster174,cluster141,1
PRJNA612806,cluster27,cluster28,cluster175,cluster30,cluster30,cluster140,1
PRJNA612806,cluster27,cluster28,cluster175,cluster30,cluster30,cluster28,1
PRJNA612806,cluster27,cluster28,cluster191,cluster185,cluster30,cluster139,1
PRJNA612806,cluster27,cluster28,cluster192,cluster186,cluster30,cluster28,1
PRJNA612806,cluster32,cluster179,cluster189,cluster184,cluster37,cluster33,1
PRJNA612806,cluster32,cluster180,cluster190,cluster37,cluster37,cluster138,1
PRJNA612806,cluster4,cluster184,cluster194,cluster4,cluster108,cluster4,1
PRJNA612806,cluster54,cluster58,cluster61,cluster62,cluster105,cluster56,1
PRJNA612806,cluster94,cluster162,cluster122,cluster187,cluster120,cluster100,1
PRJNA622274,cluster5,cluster87,cluster185,cluster5,cluster82,cluster5,3
PRJNA627728,cluster151,cluster206,cluster221,cluster217,cluster203,cluster158,1
PRJNA631210,cluster142,cluster190,cluster199,cluster192,cluster178,cluster145,1
PRJNA631210,cluster142,cluster190,cluster199,cluster193,cluster179,cluster145,1
PRJNA632066,cluster32,cluster180,cluster208,cluster37,cluster37,cluster33,1
PRJNA635762,cluster32,cluster188,cluster197,cluster190,cluster112,cluster144,1
PRJNA639797,cluster18,cluster18,cluster193,cluster19,cluster18,cluster18,1
PRJNA639797,cluster27,cluster28,cluster175,cluster201,cluster30,cluster28,1
PRJNA639797,cluster84,cluster53,cluster209,cluster202,cluster56,cluster91,1
PRJNA647632,cluster54,cluster58,cluster61,cluster62,cluster62,cluster56,1
PRJNA649214,cluster54,cluster58,cluster61,cluster203,cluster187,cluster56,1
PRJNA656947,cluster154,cluster209,cluster225,cluster222,cluster209,cluster161,1
PRJNA656947,cluster155,cluster209,cluster226,cluster223,cluster210,cluster162,1
PRJNA657838,cluster147,cluster203,cluster214,cluster212,cluster196,cluster14,1
PRJNA65793,cluster13,cluster13,cluster13,cluster13,cluster13,cluster13,2
PRJNA659743,cluster29,cluster197,cluster118,cluster32,cluster188,cluster30,1
PRJNA665156,cluster109,cluster199,cluster210,cluster205,cluster189,cluster151,4
PRJNA665156,cluster109,cluster200,cluster212,cluster205,cluster191,cluster152,1
PRJNA665156,cluster11,cluster201,cluster75,cluster209,cluster192,cluster11,2
PRJNA665156,cluster127,cluster158,cluster168,cluster164,cluster116,cluster127,1
PRJNA665156,cluster145,cluster118,cluster211,cluster206,cluster190,cluster102,4
PRJNA665156,cluster5,cluster24,cluster93,cluster210,cluster193,cluster153,1
PRJNA665156,cluster5,cluster87,cluster100,cluster208,cluster96,cluster5,1
PRJNA665156,cluster98,cluster198,cluster206,cluster204,cluster125,cluster149,6
PRJNA665156,cluster98,cluster198,cluster206,cluster207,cluster125,cluster149,1
PRJNA66663,cluster9,cluster9,cluster9,cluster9,cluster9,cluster9,1
PRJNA666993,cluster123,cluster20,cluster21,cluster216,cluster21,cluster20,1
PRJNA668055,cluster146,cluster202,cluster213,cluster211,cluster194,cluster154,1
PRJNA669298,cluster74,cluster86,cluster92,cluster182,cluster195,cluster80,1
PRJNA673262,cluster32,cluster180,cluster228,cluster37,cluster37,cluster33,1
PRJNA673262,cluster32,cluster210,cluster229,cluster225,cluster212,cluster33,1
PRJNA67529,cluster5,cluster5,cluster5,cluster5,cluster5,cluster5,1
PRJNA67535,cluster12,cluster12,cluster12,cluster12,cluster12,cluster12,1
PRJNA67537,cluster6,cluster6,cluster6,cluster6,cluster6,cluster6,1
PRJNA67541,cluster7,cluster7,cluster7,cluster7,cluster7,cluster7,1
PRJNA67805,cluster2,cluster2,cluster2,cluster2,cluster2,cluster2,1
PRJNA678451,cluster23,cluster23,cluster25,cluster25,cluster25,cluster24,1
PRJNA680595,cluster123,cluster20,cluster21,cluster57,cluster21,cluster20,2
PRJNA680595,cluster32,cluster179,cluster216,cluster184,cluster37,cluster33,1
PRJNA680595,cluster42,cluster205,cluster217,cluster214,cluster199,cluster155,2
PRJNA680595,cluster60,cluster204,cluster63,cluster213,cluster70,cluster62,3
PRJNA681336,cluster5,cluster106,cluster100,cluster218,cluster205,cluster5,1
PRJNA683147,cluster9,cluster192,cluster235,cluster9,cluster220,cluster169,1
PRJNA683167,cluster9,cluster217,cluster237,cluster9,cluster9,cluster147,1
PRJNA683171,cluster9,cluster192,cluster236,cluster9,cluster220,cluster9,1
PRJNA685056,cluster5,cluster34,cluster100,cluster26,cluster201,cluster157,1
PRJNA685056,cluster5,cluster87,cluster219,cluster208,cluster202,cluster5,1
PRJNA685056,cluster5,cluster87,cluster220,cluster208,cluster202,cluster5,1
PRJNA685056,cluster5,cluster87,cluster93,cluster5,cluster200,cluster156,1
PRJNA68653,cluster14,cluster14,cluster14,cluster14,cluster14,cluster14,1
PRJNA690512,cluster153,cluster207,cluster223,cluster219,cluster207,cluster159,5
PRJNA692093,cluster30,cluster31,cluster33,cluster33,cluster33,cluster31,1
PRJNA695429,cluster152,cluster207,cluster222,cluster219,cluster206,cluster159,1
PRJNA697838,cluster3,cluster3,cluster3,cluster3,cluster3,cluster3,1
PRJNA698986,cluster5,cluster34,cluster227,cluster224,cluster211,cluster5,1
PRJNA705218,cluster104,cluster194,cluster224,cluster220,cluster184,cluster39,1
PRJNA705655,cluster163,cluster220,cluster240,cluster233,cluster155,cluster10,1
PRJNA705655,cluster9,cluster9,cluster9,cluster9,cluster9,cluster92,1
PRJNA709217,cluster97,cluster256,cluster284,cluster275,cluster264,cluster197,1
PRJNA709228,cluster24,cluster261,cluster287,cluster42,cluster42,cluster200,1
PRJNA709407,cluster183,cluster255,cluster283,cluster274,cluster263,cluster39,1
PRJNA709411,cluster186,cluster262,cluster288,cluster280,cluster268,cluster201,1
PRJNA709414,cluster185,cluster260,cluster286,cluster279,cluster267,cluster199,1
PRJNA709541,cluster172,cluster237,cluster261,cluster254,cluster244,cluster182,1
PRJNA709549,cluster170,cluster234,cluster258,cluster251,cluster241,cluster179,1
PRJNA709550,cluster170,cluster234,cluster258,cluster251,cluster241,cluster179,1
PRJNA709553,cluster171,cluster236,cluster260,cluster253,cluster243,cluster181,1
PRJNA709557,cluster125,cluster235,cluster259,cluster252,cluster242,cluster180,1
PRJNA709559,cluster173,cluster239,cluster263,cluster255,cluster245,cluster184,1
PRJNA709561,cluster127,cluster238,cluster262,cluster164,cluster116,cluster183,1
PRJNA712063,cluster73,cluster233,cluster257,cluster250,cluster240,cluster178,1
PRJNA712074,cluster64,cluster232,cluster75,cluster249,cluster239,cluster177,1
PRJNA719469,cluster37,cluster208,cluster44,cluster221,cluster43,cluster160,1
PRJNA720244,cluster76,cluster132,cluster139,cluster132,cluster134,cluster111,1
PRJNA729209,cluster156,cluster211,cluster230,cluster226,cluster213,cluster163,1
PRJNA743218,cluster160,cluster216,cluster234,cluster231,cluster219,cluster168,2
PRJNA753676,cluster161,cluster218,cluster238,cluster4,cluster221,cluster4,1
PRJNA755753,cluster162,cluster219,cluster239,cluster232,cluster222,cluster170,1
PRJNA759549,cluster43,cluster47,cluster241,cluster234,cluster50,cluster46,1
PRJNA759555,cluster43,cluster47,cluster241,cluster234,cluster50,cluster46,1
PRJNA759571,cluster43,cluster47,cluster241,cluster234,cluster50,cluster46,1
PRJNA759583,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA759585,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA759589,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA759590,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA759593,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA759594,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA76715,cluster3,cluster3,cluster3,cluster3,cluster3,cluster3,1
PRJNA779433,cluster30,cluster31,cluster273,cluster33,cluster67,cluster31,1
PRJNA779433,cluster55,cluster64,cluster272,cluster63,cluster251,cluster26,1
PRJNA779433,cluster55,cluster64,cluster28,cluster263,cluster28,cluster26,1
PRJNA779451,cluster32,cluster241,cluster266,cluster257,cluster37,cluster186,1
PRJNA779451,cluster39,cluster43,cluster46,cluster46,cluster46,cluster79,1
PRJNA785388,cluster43,cluster221,cluster242,cluster50,cluster223,cluster76,1
PRJNA785391,cluster43,cluster221,cluster242,cluster50,cluster223,cluster76,1
PRJNA785392,cluster43,cluster221,cluster242,cluster50,cluster223,cluster76,1
PRJNA785658,cluster179,none,cluster276,cluster267,cluster254,cluster192,1
PRJNA788188,cluster65,cluster91,cluster265,cluster93,cluster247,cluster83,1
PRJNA788353,cluster123,cluster20,cluster21,cluster154,cluster224,cluster20,1
PRJNA811261,cluster80,cluster97,cluster104,cluster98,cluster100,cluster46,1
PRJNA814657,cluster20,cluster20,cluster267,cluster21,cluster47,cluster61,1
PRJNA816190,cluster181,cluster250,cluster279,cluster270,cluster256,cluster194,1
PRJNA818414,cluster98,cluster198,cluster249,cluster199,cluster230,cluster171,1
PRJNA818659,cluster54,cluster58,cluster61,cluster62,cluster62,cluster56,1
PRJNA832009,cluster165,cluster229,cluster252,cluster241,cluster233,cluster173,1
PRJNA832010,cluster165,cluster228,cluster251,cluster240,cluster232,cluster172,1
PRJNA83441,cluster4,cluster4,cluster4,cluster4,cluster4,cluster4,1
PRJNA844386,cluster43,cluster47,cluster253,cluster242,cluster50,cluster174,1
PRJNA844552,cluster111,cluster157,cluster160,cluster247,cluster237,cluster98,1
PRJNA847632,cluster32,cluster113,cluster190,cluster273,cluster260,cluster33,1
PRJNA847632,cluster32,cluster253,cluster282,cluster225,cluster112,cluster196,1
PRJNA847632,cluster54,cluster254,cluster61,cluster62,cluster261,cluster56,1
PRJNA847632,cluster65,cluster91,cluster97,cluster93,cluster94,cluster83,1
PRJNA847632,cluster9,cluster192,cluster201,cluster9,cluster262,cluster147,1
PRJNA848447,cluster14,cluster85,cluster254,cluster243,cluster163,cluster78,1
PRJNA848627,cluster166,cluster230,cluster46,cluster244,cluster234,cluster79,1
PRJNA848627,cluster167,cluster43,cluster46,cluster245,cluster46,cluster79,1
PRJNA848627,cluster39,cluster43,cluster46,cluster46,cluster235,cluster175,1
PRJNA850115,cluster187,cluster210,cluster35,cluster281,cluster112,cluster33,1
PRJNA850115,cluster32,cluster180,cluster190,cluster282,cluster258,cluster33,1
PRJNA850115,cluster32,cluster252,cluster291,cluster37,cluster37,cluster33,1
PRJNA850115,cluster32,cluster264,cluster208,cluster37,cluster37,cluster33,1
PRJNA850115,cluster32,cluster33,cluster290,cluster37,cluster37,cluster33,1
PRJNA852201,cluster168,cluster28,cluster255,cluster246,cluster236,cluster28,1
PRJNA852405,cluster25,cluster266,cluster28,cluster28,cluster28,cluster26,1
PRJNA852405,cluster30,cluster63,cluster33,cluster33,cluster67,cluster31,1
PRJNA852405,cluster55,cluster26,cluster272,cluster28,cluster28,cluster26,1
PRJNA852405,cluster55,cluster265,cluster28,cluster28,cluster269,cluster26,1
PRJNA853178,cluster169,cluster231,cluster256,cluster248,cluster238,cluster176,1
PRJNA855899,cluster174,cluster240,cluster264,cluster256,cluster246,cluster185,1
PRJNA876106,cluster20,cluster20,cluster68,cluster47,cluster47,cluster61,1
PRJNA877629,cluster104,cluster41,cluster268,cluster258,cluster184,cluster187,1
PRJNA877629,cluster175,cluster194,cluster269,cluster259,cluster248,cluster188,1
PRJNA877629,cluster177,cluster243,cluster271,cluster261,cluster250,cluster190,1
PRJNA877629,cluster177,cluster244,cluster271,cluster262,cluster250,cluster190,1
PRJNA879781,cluster176,cluster242,cluster270,cluster260,cluster249,cluster189,1
PRJNA887838,cluster39,cluster43,cluster292,cluster283,cluster46,cluster79,1
PRJNA893712,cluster173,cluster239,cluster263,cluster255,cluster245,cluster184,1
PRJNA893714,cluster180,cluster249,cluster278,cluster269,cluster255,cluster193,1
PRJNA899454,cluster92,cluster246,cluster120,cluster265,cluster253,cluster54,1
PRJNA899865,cluster178,cluster245,cluster274,cluster264,cluster252,cluster191,1
PRJNA904380,cluster24,cluster25,cluster296,cluster94,cluster166,cluster84,1
PRJNA932460,cluster48,cluster248,cluster275,cluster266,cluster63,cluster51,1
PRJNA941309,cluster123,cluster20,cluster21,cluster154,cluster57,cluster20,1
PRJNA941309,cluster27,cluster28,cluster277,cluster268,cluster30,cluster28,1
PRJNA947917,cluster23,cluster23,cluster25,cluster25,cluster25,cluster130,1
PRJNA951732,cluster18,cluster18,cluster18,cluster18,cluster19,cluster18,3
PRJNA951732,cluster18,cluster18,cluster19,cluster19,cluster19,cluster18,7
PRJNA951732,cluster18,cluster18,cluster305,cluster18,cluster280,cluster18,2
PRJNA951732,cluster18,cluster226,cluster193,cluster238,cluster279,cluster18,10
PRJNA951732,cluster18,cluster226,cluster304,cluster238,cluster279,cluster18,1
PRJNA951732,cluster192,cluster273,cluster299,cluster290,cluster275,cluster207,1
PRJNA951732,cluster192,cluster273,cluster299,none,cluster276,cluster207,1
PRJNA951732,cluster192,cluster273,cluster300,cluster290,cluster275,cluster207,1
PRJNA951732,cluster192,cluster273,cluster300,cluster290,cluster276,cluster207,1
PRJNA951732,cluster193,cluster273,cluster299,cluster290,cluster275,cluster207,3
PRJNA951732,cluster193,cluster273,cluster300,cluster290,cluster275,cluster207,7
PRJNA951732,cluster193,cluster273,cluster300,cluster290,cluster275,cluster209,1
PRJNA951732,cluster193,cluster273,cluster300,cluster290,cluster278,cluster207,1
PRJNA951732,cluster193,cluster273,cluster301,cluster290,cluster275,cluster207,1
PRJNA951732,cluster193,cluster273,cluster302,cluster291,cluster277,cluster208,3
PRJNA951732,cluster193,cluster273,cluster303,cluster290,cluster275,cluster207,1
PRJNA951732,cluster193,cluster274,cluster299,cluster290,cluster275,cluster207,1
PRJNA951732,cluster193,cluster275,cluster299,cluster290,cluster275,cluster209,1
PRJNA951732,cluster194,cluster273,cluster299,cluster290,cluster275,cluster207,1
PRJNA956831,cluster43,cluster47,cluster50,cluster284,cluster50,cluster46,1
PRJNA957369,cluster39,cluster259,cluster46,cluster278,cluster46,cluster79,1
PRJNA958274,cluster184,cluster257,cluster285,cluster276,cluster265,cluster198,1
PRJNA958281,cluster60,cluster258,cluster63,cluster277,cluster266,cluster62,1
PRJNA958348,cluster170,cluster234,cluster258,cluster251,cluster241,cluster179,1
PRJNA960651,cluster116,cluster139,cluster320,cluster307,cluster295,cluster77,1
PRJNA960651,cluster199,cluster290,cluster321,cluster308,cluster296,cluster216,1
PRJNA960949,cluster182,cluster251,cluster280,cluster271,cluster257,cluster195,1
PRJNA961062,cluster105,cluster116,cluster317,cluster304,cluster120,cluster100,1
PRJNA961062,cluster112,cluster139,cluster103,cluster162,cluster292,cluster77,1
PRJNA961062,cluster173,cluster288,cluster318,cluster305,cluster293,cluster184,1
PRJNA961062,cluster198,cluster287,cluster316,cluster303,cluster291,cluster18,1
PRJNA961062,cluster98,cluster289,cluster319,cluster306,cluster294,cluster123,1
PRJNA964453,cluster14,cluster282,cluster311,cluster298,cluster163,cluster121,1
PRJNA964453,cluster27,cluster28,cluster175,cluster296,cluster30,cluster28,1
PRJNA964453,cluster98,cluster281,cluster72,cluster297,cluster286,cluster123,1
PRJNA971652,cluster32,cluster35,cluster208,cluster37,cluster37,cluster33,1
PRJNA972615,cluster32,cluster252,cluster40,cluster184,cluster258,cluster33,1
PRJNA982536,cluster104,cluster41,cluster281,cluster272,cluster259,cluster39,1
PRJNA985154,cluster36,cluster153,cluster161,cluster156,cluster152,cluster122,1
PRJNA997751,cluster92,cluster278,cluster308,cluster293,cluster283,cluster98,1
